statement,label
The Home Depot operates in the industry of Drugs & Biotechnology.,0
UBS Group engages in the provision of banking and financial services..,0
SK Hynix operates in the industry of semiconductors.,1
IBM has headquarters in United States.,1
LukOil has headquarters in United Kingdom.,0
China Citic Bank operates in the industry of banking.,1
ArcelorMittal operates in the industry of Consumer Durables.,0
Lloyds Banking Group operates in the industry of banking.,1
SAP operates in the industry of it software & services.,1
"Mitsui engages in the provision of administrative, financial management and technology support for energy and chemical operations..",0
Japan Post Holdings operates in the industry of Insurance.,0
Amazon.com operates in the industry of retailing.,1
Thermo Fisher Scientific has headquarters in South Korea.,0
"Agricultural Bank of China is a holding company, which engages in the provision of financial services..",0
E.ON operates in the industry of Banking.,0
Exxon Mobil has headquarters in Germany.,0
Deere & Company has headquarters in United States.,1
China Merchants Bank operates in the industry of banking.,1
BP has headquarters in United Kingdom.,1
BBVA operates in the industry of banking.,1
Goldman Sachs Group engages in the provision of products and services that address all aspects of corporate information technology environments..,0
China Construction Bank operates in the industry of banking.,1
Banco Bradesco engages in the development and sale of properties..,0
"Chevron engages in the provision of administrative, financial management and technology support for energy and chemical operations..",1
Moller - Maersk has headquarters in United States.,0
Linde engages in the production and distribution of industrial gases..,1
Duke Energy has headquarters in United States.,1
"Morgan Stanley engages in providing investment management, risk management, and advisory services for institutional and retail clients worldwide..",0
China Telecom engages in the provision of telecommunication services..,1
AXA operates in the industry of insurance.,1
"China Life Insurance engages in the provision of life, annuity, accident, and health insurance..",1
"Vale is a financial services company, which engages in the provision of a wide range of banking and financial services..",0
Cisco Systems operates in the industry of Drugs & Biotechnology.,0
Munich Reinsurance operates in the industry of Technology.,0
"ENGIE engages in the provision of electricity, natural gas, and energy related services..",1
Allianz operates in the industry of Insurance.,0
Telefonica operates as a financial holding company that engages in the provision of financial products and services..,0
Bank of America operates in the industry of banking.,1
RBC has headquarters in Canada.,1
Itau Unibanco Holding has headquarters in United States.,0
Truist Financial operates in the industry of banking.,1
FedEx operates in the industry of Insurance.,0
E.ON has headquarters in Germany.,1
Eni operates in the industry of oil & gas operations.,1
JPMorgan Chase operates in the industry of diversified financials.,1
Alibaba Group engages in providing online and mobile marketplaces in retail and wholesale trade..,1
Canadian Imperial Bank of Commerce has headquarters in Australia.,0
Visa operates in the industry of business services & supplies.,1
Hon Hai Precision has headquarters in United States.,0
HDFC Bank has headquarters in India.,1
ConocoPhillips operates in the industry of oil & gas operations.,1
Ford Motor has headquarters in United States.,1
Itau Unibanco Holding operates as a social networking company worldwide..,0
Petrobras operates in the industry of oil & gas operations.,1
Comcast operates in the industry of Chemicals.,0
BP operates in the industry of Telecommunications Services.,0
Generali Group engages in the provision of insurance and financial products..,1
GlaxoSmithKline is a holding company that engages in the provision of financial products and services..,0
Deutsche Telekom operates in the industry of Oil & Gas Operations.,0
Verizon Communications has headquarters in United States.,1
China Merchants Bank has headquarters in United States.,0
Lockheed Martin operates in the industry of Banking.,0
"Anheuser-Busch InBev operates as a holding company, which engages in the manufacture and distribution of alcoholic and non-alcoholic beverages..",1
Univlever has headquarters in United Kingdom.,1
ING Group operates in the industry of diversified financials.,1
HSBC Holdings operates in the industry of Banking.,0
Toronto-Dominion Bank has headquarters in Hong Kong.,0
LukOil has headquarters in Russia.,1
"Johnson & Johnson engages in the exploration, development, and distribution of oil, gas, and petroleum products..",0
China Construction Bank has headquarters in United States.,0
ConocoPhillips has headquarters in United States.,1
Postal Savings Bank of China engages in the manufacture and sale of motor vehicles and parts..,0
PetroChina has headquarters in China.,1
Apple has headquarters in United States.,1
"Shanghai Pudong Development Bank engages in the manufacture, distribution and sale of automobiles..",0
Canadian Imperial Bank of Commerce operates in the industry of banking.,1
General Motors has headquarters in Brazil.,0
Shanghai Pudong Development Bank operates in the industry of banking.,1
National Australia Bank has headquarters in Australia.,1
"Bank of America is a bank and financial holding company, which engages in the provision of banking and nonbank financial services..",1
"Bank of Nova Scotia engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking..",1
"Public Joint Stock Company Gazprom operates in the industry of Food, Drink & Tobacco.",0
Meta Platforms operates in the industry of it software & services.,1
"ANZ provides banking, financial products and services to retail, small business, corporate and institutional clients..",1
FedEx has headquarters in Italy.,0
Shell operates in the industry of Insurance.,0
Tesla has headquarters in Ireland.,0
Tesla operates in the industry of Diversified Financials.,0
Japan Post Holdings has headquarters in United States.,0
"Sony engages in the development, design, manufacture, and sale of electronic equipment, instruments, devices, game consoles, and software for consumers, professionals and industrial markets..",1
BP has headquarters in China.,0
"Anthem is an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes..",0
BHP Group operates in the industry of Insurance.,0
United Parcel Service operates in the industry of transportation.,1
LukOil operates in the industry of oil & gas operations.,1
Rio Tinto operates in the industry of materials.,1
Deutsche Telekom has headquarters in United States.,0
Nippon Telegraph & Telephone has headquarters in Japan.,1
"Raytheon Technologies engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services..",0
PetroChina operates in the industry of oil & gas operations.,1
ING Group has headquarters in Germany.,0
Manulife is a financial services company that engages in the provision of financial protection and wealth management products and services..,1
Munich Reinsurance has headquarters in Italy.,0
SoftBank operates as a holding company that engages in the management of its group companies..,1
"Rio Tinto engages in the exploration, mining, and processing of mineral resources..",1
"China Petroleum & Chemical engages in the exploration, development and production of crude oil and natural gas..",1
"AXA engages in the provision of management consulting, technology, and outsourcing services..",0
State Bank of India has headquarters in Japan.,0
Mitsubishi has headquarters in Japan.,1
Industrial and Commercial Bank of China has headquarters in China.,1
E.ON engages in the provision of energy solutions..,1
PepsiCo has headquarters in Japan.,0
Truist Financial has headquarters in United States.,1
Industrial and Commercial Bank of China has headquarters in United States.,0
Mitsubishi UFJ Financial Group operates as a holding company that engages in the provision of insurance and asset management services..,0
Bristol Myers Squibb has headquarters in United States.,1
Cathay Financial operates in the industry of insurance.,1
Taiwan Semiconductor Manufacturing Company operates in the industry of Oil & Gas Operations.,0
Berkshire Hathaway engages in the development and sale of properties..,0
Bank of Communications has headquarters in Hong Kong.,0
"Toyota Motor engages in the design, development and manufacturing of nanotechnology, heat transfer, wireless connectivity and material sciences products..",0
Industrial Bank operates in the industry of banking.,1
Samsung Group has headquarters in Hong Kong.,0
Bristol Myers Squibb operates in the industry of Retailing.,0
Eni operates in the industry of Healthcare Equipment & Services.,0
Honeywell operates in the industry of Utilities.,0
Iberdrola engages in the provision of gas and oil businesses..,0
Walgreens has headquarters in China.,0
Bank of China has headquarters in China.,1
Iberdrola has headquarters in Spain.,1
"Dell Technologies engages in the provision of health solutions through its prescription medicines, vaccines, biologic therapies, animal health, and consumer care products..",0
Ping An Insurance (Group) Company of China operates in the industry of insurance.,1
Industrial Bank has headquarters in China.,1
Credit Agricole engages in the provision of banking and financial services..,1
China State Construction Engineering operates in the industry of Telecommunications Services.,0
Chevron operates in the industry of oil & gas operations.,1
China Merchants Bank operates as an integrated oil and gas company..,0
Bank of Montreal has headquarters in Canada.,1
Target operates in the industry of Banking.,0
Zurich Insurance operates in the industry of insurance.,1
ArcelorMittal engages in the provision of insurance and investment advisory services..,0
Petrobras has headquarters in China.,0
"Ford Motor engages in the exploration, production, refining, marketing and distribution of oil..",0
Iberdrola operates in the industry of oil & Gas Operations.,0
"Taiwan Semiconductor Manufacturing Company engages in the production and distribution of cars, trucks and vans..",0
Prudential Financial has headquarters in United States.,1
"Honda Motor engages in the manufacture, distribution and sale of automobiles..",0
Industrial and Commercial Bank of China operates in the industry of banking.,1
Coca-Cola has headquarters in Germany.,0
Agricultural Bank of China operates in the industry of Materials.,0
"CITIC is an investment holding company, which engages in finance, energy, engineering, manufacturing, and real estate businesses..",1
